id,first_name,last_name,swimming_school_id,phone_num,empoyment_date,salary
1154,Maja,Walczaa,27,+13293438614,2013-03-26,8400
1155,Oskar,Kowalski,18,+13146554223,2015-05-02,7900
1156,Andrzej,Miller,41,+10570491248,2025-01-03,6900
1157,Vanessa,Moora,13,+10291095336,2025-09-27,7400
1158,Jan,Adams,12,+65961792458,2016-08-25,9400
1159,Bartosz,Garcia,41,+13458008371,2023-09-06,9300
1160,Filip,Michalski,44,+65511214971,2022-10-03,9200
1161,Monika,Johnsoa,26,+42550969825,2004-06-11,8200
1162,Patryk,Wilk,17,+212912212932,2012-04-27,5300
1163,Grzegorz,Anderson,15,+212852236734,2009-10-21,5300
1164,Adrian,Kowalski,46,+12966133174,2017-08-05,6800
1165,Beata,Torrea,29,+13047463679,2025-02-05,6800
1166,Hanna,Martinea,36,+11022302578,2020-06-16,9900
1167,Emil,Grabowski,12,+12891506501,1999-05-08,7100
1168,Luna,Hernandea,27,+11688335155,2016-10-02,9700
1169,Ella,Nowaa,35,+48987178035,2000-06-19,8000
1170,Laura,Sanchea,39,+42052819025,2001-02-16,9200
1171,Magdalena,Sanchea,25,+212635789049,2023-10-22,7500
1172,Jan,Adamczyk,34,+48717810574,2025-12-03,8900
1173,Ingrid,Górski,20,+10805072130,2019-02-06,7700
1174,Maximilian,Zając,28,+11451673603,2023-08-03,6900
1175,Anna,Walkea,38,+13536275726,2019-09-03,7900
1176,Zofia,Rutkowska,43,+13137288522,2010-08-15,8600
1177,Monika,Adama,17,+42331022372,2002-07-02,8100
1178,Robert,King,17,+12721504295,2004-08-25,7800
1179,Denis,Szymański,45,+65211612791,2022-08-27,6500
1180,Mateusz,Roberts,43,+11412593010,2003-06-13,7700
1181,Petra,Wojciechowska,15,+13277593189,2014-04-27,5200
1182,Artur,Smith,14,+10497463429,2024-11-11,6900
1183,Filip,Kwiatkowski,2,+13659914773,2024-05-03,8800
1184,Oskar,Dudek,23,+11080333867,2024-12-29,7500
1185,Filip,Kubiak,24,+10013750899,2021-04-13,6000
1186,Charlotte,Nguyen,11,+48379375043,2002-12-31,6900
1187,Franciszek,Mróz,49,+48101925113,2021-10-23,6000
1188,Zofia,Lewandowska,19,+12768431052,2020-06-27,7800
1189,Lena,Sokołowska,8,+65226190554,2023-04-16,8700
1190,Karolina,Jankowska,15,+13047011061,2008-02-28,6900
1191,Anna,Kaczmarea,48,+42069094373,2023-03-08,6600
1192,Katarzyna,Jankowska,21,+11083410536,2023-01-03,6300
1193,Alina,Walczaa,50,+65240886931,2004-02-19,8600
1194,Alexander,Davis,2,+212699972313,2023-07-06,7200
1195,Karol,Kołodziej,42,+65378998687,2023-10-11,7500
1196,Patryk,Lewis,16,+212259092550,2025-05-21,5900
1197,Henryk,Marciniak,6,+12712098614,2020-02-21,9000
1198,Vanessa,Mitchela,12,+48486900686,2004-01-02,8600
1199,Zbigniew,Hernandez,46,+65339780692,2013-04-20,5500
1200,Filip,Garcia,5,+12103155877,2023-02-14,9500
1201,Theo,Adams,23,+13793897440,2023-09-05,7700
1202,Laura,Sokołowska,36,+10187305646,2003-08-25,6900
1203,Leon,Clark,23,+48708835928,2020-02-22,6900
1204,Dorota,Clara,22,+12304502584,2016-10-04,9500
1205,Oskar,Phillips,15,+212060816123,2020-02-18,7600
1206,Magdalena,Greea,26,+212463160622,2014-10-17,8100
1207,Julian,Miller,3,+11610593716,2020-02-15,9000
1208,Noah,Thompson,34,+48059213739,2023-12-20,5100
1209,Ethan,Kaczmarek,10,+42627345050,2001-08-20,6000
1210,Ella,Nelsoa,20,+11713683746,2025-02-08,5600
1211,Olivia,Zalewska,33,+11424189494,2021-07-03,6200
1212,Jan,Dąbrowski,48,+48879965408,2020-10-22,7100
1213,Emilia,Harria,20,+48012352685,2018-03-08,6100
1214,Andrzej,Mazur,7,+13246295812,2021-05-02,9600
1215,Bartosz,Gonzalez,24,+42583035064,2021-05-13,7800
1216,Charlotte,Górski,48,+12655103350,2023-09-03,7300
1217,Mateusz,Dąbrowski,37,+48048800810,2016-07-03,9400
1218,Kamil,Kowalczyk,4,+13517543974,2012-03-02,5600
1219,Marta,Piasecka,39,+12406274627,2000-08-13,7100
1220,Lucia,Wójcia,4,+48835147982,2024-03-17,6200
1221,Stefan,Parker,14,+212914107221,2025-09-05,6800
1222,Michał,Martinez,31,+13031868410,2023-09-21,7900
1223,Emma,Moora,13,+48073712271,2018-08-29,8900
1224,Paulina,Scota,46,+11496487321,2013-02-14,8000
1225,Mateusz,Johnson,12,+48732890163,2001-08-20,7800
1226,Beata,Błaszczya,43,+11113518620,2007-05-16,8200
1227,Julia,Robinsoa,25,+48184025150,2018-02-13,8800
1228,Alina,Baraa,42,+10485535247,2024-04-22,9500
1229,Vanessa,Torrea,45,+10128429250,2003-01-12,9900
1230,Alan,Marciniak,47,+212157702172,2010-02-04,7500
1231,Elena,Lia,17,+65095890860,2001-12-30,7600
1232,Emil,Nowak,28,+65830894729,2014-12-06,9000
1233,Marcin,Piasecki,3,+48631218108,2020-01-19,6900
1234,Jakub,Majewski,19,+13057141324,2016-06-14,6400
1235,Marcin,Wilk,15,+11790077421,2019-11-19,8100
1236,Irina,Andersoa,16,+48428149014,2017-03-01,5800
1237,Petra,Marciniaa,16,+13649702731,2017-03-21,6500
1238,Julia,Grabowska,17,+42116679296,1991-12-18,8300
1239,Irina,Mazua,16,+10701370987,2021-11-17,6500
1240,Artur,King,33,+48116780837,2025-10-24,9500
1241,Lucas,Clark,22,+10447195125,2013-06-18,7200
1242,Filip,Mazur,34,+12248764012,2023-12-14,9200
1243,Alexander,Majewski,4,+65765347945,2013-11-11,6000
1244,Sara,Lea,11,+11063343465,2018-09-16,5800
1245,Daniel,Zając,10,+11947472676,2005-10-16,8600
1246,Elżbieta,Kozłowska,37,+12246824298,2020-08-23,8900
1247,Marcin,Stępień,34,+13716394904,2025-03-28,7400
1248,Daniel,Stępień,8,+48860718002,2024-05-19,7400
1249,Anna,Borkowska,7,+10464485497,2018-12-04,6500
1250,Vanessa,Mróa,10,+65323619371,2001-02-28,7600
1251,Denis,Olszewski,12,+48961538864,2023-09-16,9100
1252,Patryk,Wojciechowski,37,+11958844173,2021-11-23,9700
1253,Vanessa,Adama,20,+42605022915,2012-07-31,7900
1254,Anastasia,Kwiatkowska,22,+65927528230,2018-10-10,7700
1255,Andrzej,Piotrowski,30,+11812234605,2024-10-08,9500
1256,Isabella,Davia,32,+65202948244,2023-08-13,7600
1257,Sebastian,Turner,26,+65538875772,2013-04-16,7700
1258,Marcin,Williams,2,+42423493794,2025-03-31,8100
1259,Emilia,Zalewska,34,+12410173209,2021-12-18,8800
1260,Jakub,Lewandowski,1,+13547050193,2023-04-22,7000
1261,Helena,Smita,43,+13884145790,2021-05-30,7200
1262,Emil,Young,34,+11221162333,2022-10-26,6700
1263,Zofia,Walkea,18,+10016404284,2018-08-02,7300
1264,Zbigniew,Mitchell,3,+212573866143,2015-12-14,7400
1265,Daniel,Nguyen,29,+10214303138,2018-04-05,9800
1266,Vanessa,Urbaa,41,+42550907975,2010-03-08,7600
1267,Maja,Błaszczya,30,+13446635825,2019-10-31,7900
1268,Joanna,Tomaszewska,1,+10194644027,2019-05-08,7900
1269,Paweł,Hill,40,+65537139106,2020-08-26,9300
1270,Igor,Walker,45,+10542628744,2008-12-11,5300
1271,Theo,Jones,8,+13443848693,2025-08-10,9800
1272,Zofia,Harria,10,+48513599414,2017-01-29,9700
1273,Nina,Clara,29,+42676165072,2024-04-27,5500
1274,Leo,Majewski,6,+65344641572,2021-11-29,5400
1275,Agnieszka,Michalska,14,+48511066027,2017-02-01,5100
1276,Rafał,Zając,44,+42187522530,2025-12-12,10000
1277,Vanessa,Jacksoa,31,+42479500522,2024-04-22,9900
1278,Franciszek,Michalski,25,+10964660720,2022-12-28,6700
1279,Liam,Zalewski,20,+11376430117,2013-01-31,6700
1280,Lucia,Andersoa,11,+13062181476,2006-06-03,7700
1281,Lena,Martinea,12,+212186004857,2015-11-01,6800
1282,Laura,Pawłowska,12,+11971390508,2009-06-26,7800
1283,Laura,Olszewska,31,+11137081658,2024-03-27,7900
1284,Elena,Clara,12,+48664398581,2023-07-03,7700
1285,Joanna,Kaczmarea,33,+10861558238,2021-03-13,6600
1286,Krzysztof,Adamczyk,35,+12610714202,1999-12-19,5800
1287,Beata,Mitchela,44,+212295573285,2025-10-31,5000
1288,Łukasz,Stępień,42,+42789288971,2025-08-17,6300
1289,Jakub,Gonzalez,43,+11217058724,2010-07-18,7300
1290,Paweł,Nguyen,33,+10713047839,2019-03-03,5400
1291,Mia,Lea,11,+11187765728,2014-03-23,7800
1292,Emil,Gonzalez,22,+48909040064,2001-12-01,7600
1293,Isabella,Lewandowska,47,+212584018199,2018-04-03,9400
1294,Mia,Kowalczya,10,+10065239336,2001-08-18,7800
1295,Krzysztof,Sokołowski,27,+65311435851,2019-12-07,5200
1296,Maximilian,Allen,35,+65864947144,2025-01-04,6900
1297,Michał,Campbell,1,+65375143945,2023-09-19,8500
1298,Łukasz,Wilson,20,+12134257047,2021-09-26,5300
1299,Henryk,Walczak,13,+65318484956,2019-12-09,5900
1300,Denis,King,3,+65297173771,2022-11-08,8200
1301,Jan,Szymański,20,+13037061659,2018-03-14,7700
1302,Szymon,Zieliński,2,+11452939789,2025-02-27,7600
1303,Isabella,Adamczya,18,+12525945332,2020-06-25,5600
1304,Marta,Czarnecka,41,+42271813662,2015-04-07,8500
1305,Sebastian,Thomas,39,+65583521144,2001-04-21,5600
1306,Andrzej,Campbell,34,+11514921645,2024-02-21,8400
1307,Mia,Andersoa,7,+13006674591,2011-11-11,5800
1308,Ingrid,Rodriguez,26,+12728017089,2019-10-28,7100
1309,Petra,Wiśniewska,50,+12262897621,2001-12-28,8600
1310,Emilia,Allea,9,+65161511487,2016-05-19,8000
1311,Olivia,Wilsoa,48,+11175468956,2018-08-23,6500
1312,Leo,Michalski,41,+48428133290,2002-03-19,9700
1313,Alexander,Czarnecki,50,+48409600399,2022-05-24,8400
1314,Ella,Nowaa,43,+13036853043,2018-02-08,6100
1315,Hanna,Johnsoa,41,+12889726760,2007-03-16,9500
1316,Filip,Piasecki,3,+48591745388,2006-12-16,8100
1317,Krzysztof,Górski,14,+12155153737,2013-09-01,6200
1318,Hanna,Mróa,31,+42313942682,2024-08-24,7900
1319,Michał,Parker,49,+11207915607,2020-12-05,8800
1320,Nina,Piasecka,34,+10724074368,2025-11-12,8000
1321,Henryk,Campbell,40,+65456258957,2020-01-23,7200
1322,Luna,Lewandowska,24,+13737721324,2017-04-04,9600
1323,Petra,Rodriguea,19,+212655945378,2022-11-07,6700
1324,Artur,Gonzalez,19,+48740746640,2010-12-16,6400
1325,Barbara,Olszewska,27,+65972459055,2008-09-13,8500
1326,Robert,Jackson,40,+12897156761,2022-10-03,10000
1327,Julia,Sikora,37,+11739060052,2016-12-16,9700
1328,Igor,Miller,24,+10412754783,2021-01-15,7600
1329,Sylwia,Lewia,42,+11477822508,2024-11-24,5400
1330,Ava,Hernandea,44,+65459289064,2022-10-18,6900
1331,Agnieszka,Woźniaa,17,+13487263745,2011-10-16,7100
1332,Emma,Wilsoa,10,+48487971966,2015-10-28,8700
1333,Amelia,Davia,19,+65474905008,2023-04-05,10000
1334,Barbara,Greea,24,+13005846188,2012-10-18,7600
1335,Vanessa,Phillipa,8,+13449443735,2023-06-18,5200
1336,Wojciech,Stępień,25,+212395807360,2010-03-27,9100
1337,Franciszek,Woźniak,45,+48978463630,2019-06-06,6500
1338,Katarzyna,Cartea,44,+13834930155,2021-12-31,8100
1339,Lucia,Adamczya,33,+42804589509,2024-06-14,5100
1340,Jan,Martin,16,+42956873275,2014-10-20,5600
1341,Hanna,Browa,23,+212097430007,2023-11-22,8600
1342,Patryk,Miller,29,+10708968264,2013-06-25,7400
1343,Agnieszka,Stępiea,7,+48357660371,2023-09-24,10000
1344,Agnieszka,Turnea,18,+42267200628,2025-07-22,9300
1345,Petra,Hernandea,9,+65928060589,2019-10-02,7800
1346,Damian,Gonzalez,22,+212264180227,2020-04-22,8600
1347,Henryk,Carter,40,+212724631975,2024-09-14,8400
1348,Piotr,Thompson,43,+65693215324,2011-09-08,6000
1349,Julia,Millea,42,+11182299485,2025-06-25,9400
1350,Robert,Sokołowski,7,+10094747410,2002-09-25,7400
1351,Clara,Olszewska,35,+48967851306,2004-12-25,7400
1352,Grzegorz,Garcia,28,+13575319299,2011-03-12,8000
1353,Sara,Cartea,8,+42393382674,2023-03-13,7600
1354,Bartosz,Czarnecki,23,+12035647316,2025-03-09,9800
1355,Theo,Wiśniewski,23,+11962481573,2019-11-04,9500
1356,Jan,Parker,10,+65308144154,2015-02-13,10000
1357,Krzysztof,Harris,25,+12645908552,2018-02-01,8400
1358,Alexander,Zalewski,32,+42603160720,2020-05-08,7600
1359,Lena,Kamińska,42,+212662578195,2025-08-28,5100
1360,Małgorzata,Nelsoa,9,+10307707461,1999-11-18,9200
1361,Petra,Torrea,30,+12275048553,2019-03-09,8400
1362,Wojciech,Turner,47,+12362974593,2015-10-14,5800
1363,Antoni,Green,18,+13065136345,2015-08-19,7200
1364,Luna,Cartea,26,+212787215491,2011-06-23,5800
1365,Daniel,Piasecki,15,+12580690654,2012-07-04,5300
1366,Elena,Kołodziea,46,+12703787572,2021-09-21,7000
1367,Irina,Rutkowska,48,+10291853468,2019-08-17,5100
1368,Ethan,Jankowski,45,+12760201873,2009-04-12,7600
1369,Marcin,Błaszczyk,11,+12635960841,2008-09-06,6100
1370,Julia,Zielińska,46,+12534157869,2013-05-11,9300
1371,Dorota,Rutkowska,10,+13173173481,2005-02-23,10000
1372,Łukasz,Borkowski,19,+12995087573,2019-11-16,9800
1373,Victoria,Wójcia,29,+48139438484,2020-11-18,9000
1374,Leo,Zalewski,12,+11955618290,2011-09-14,7900
1375,Karol,Zając,34,+65812059595,2024-09-27,10000
1376,Ewa,Kina,44,+65822996866,2016-05-23,10000
1377,Sophia,Zalewska,37,+12606503013,2010-06-12,6800
1378,Liam,Hernandez,1,+42402127811,2021-06-10,6200
1379,Nina,Smita,42,+11944341115,2024-12-14,5000
1380,Oskar,Woźniak,32,+10182379132,2025-06-05,5600
1381,Bartosz,Harris,28,+12129524158,2014-10-06,8100
1382,Klara,Clara,16,+212574796284,2018-01-15,6000
1383,Maximilian,Wright,30,+212687736313,2018-12-08,7500
1384,Adrian,Mitchell,47,+12426123999,2024-09-04,5000
1385,Bartosz,Sikora,41,+11308404406,2022-04-28,7500
1386,Anna,Borkowska,50,+212672281208,2001-10-27,5800
1387,Julia,Borkowska,46,+42333485750,2020-04-12,6800
1388,Karolina,Wiśniewska,44,+48341203780,2020-06-28,9700
1389,Luna,Woźniaa,30,+212733442390,2024-02-15,10000
1390,Maximilian,Sanchez,40,+11266140135,2019-04-30,10000
1391,Petra,Youna,31,+11862296782,2025-08-11,8900
1392,Laura,Sanchea,49,+212982443614,2022-07-11,8400
1393,Oliver,Dąbrowski,12,+10933602204,2023-03-05,9400
1394,Igor,Wojciechowski,13,+11749851579,2014-05-30,5700
1395,Artur,Dąbrowski,32,+42067051284,2014-04-21,8600
1396,Paulina,Hernandea,3,+65979031064,2002-03-07,6300
1397,Sara,Perea,19,+48816249785,2011-03-24,8900
1398,Beata,Adamczya,3,+10777950996,2024-06-17,5200
1399,Marcin,Clark,27,+11448902896,2019-07-08,10000
1400,Filip,Zając,30,+12281845210,2022-03-22,5200
1401,Emilia,Dąbrowska,22,+10497630988,1999-04-22,5900
1402,Vanessa,Mitchela,4,+12121926289,2020-02-04,9900
1403,Grzegorz,Allen,43,+42213639191,2001-12-19,6600
1404,Elżbieta,Davia,5,+11185597426,2025-02-24,6500
1405,Antoni,Czarnecki,46,+10755952044,2023-01-27,9800
1406,Łukasz,Lis,38,+42754797324,2020-05-20,6500
1407,Veronika,Harria,3,+42306008170,2006-10-10,8100
1408,Leon,Górski,45,+212391871049,2017-06-17,9800
1409,Zofia,Nguyea,5,+10424318071,2016-12-30,9600
1410,Ella,Martia,16,+12871139028,2016-10-28,6200
1411,Artur,Rodriguez,3,+10058797213,2008-11-03,7800
1412,Clara,Torrea,26,+212422272051,2013-04-04,8700
1413,Oliver,Hernandez,36,+12312308941,1995-12-04,6200
1414,Theo,Clark,7,+11897484261,1996-03-02,5300
1415,Amelia,Tayloa,16,+11678847421,2024-09-15,5200
1416,Igor,Taylor,30,+10660336418,2019-05-10,6000
1417,Barbara,Borkowska,43,+13644279727,2025-01-17,6600
1418,Wojciech,Campbell,13,+212136236083,2020-03-11,8000
1419,Ethan,Wójcik,17,+65533356607,2019-07-19,7000
1420,Aleksandra,Bakea,20,+12367766472,2020-12-11,9500
1421,Karolina,Rutkowska,8,+48678279204,2015-07-10,5400
1422,Krzysztof,Smith,47,+11661322338,2008-09-19,7600
1423,Sylwia,Martinea,16,+65557719639,2019-03-22,6000
1424,Łukasz,Nowak,6,+10528596621,2014-12-01,6900
1425,Agnieszka,Smita,8,+48310077385,2022-02-27,9600
1426,Ella,Zalewska,46,+13021296863,2022-01-24,9700
1427,Denis,Wójcik,11,+212253028524,2003-03-19,8500
1428,Charlotte,Lewandowski,42,+48215580799,2025-05-10,8800
1429,Isabella,Walczaa,32,+10955422930,2022-08-20,8100
1430,Barbara,Scota,25,+13604835228,2017-12-02,9000
1431,Jakub,Mazur,29,+10625754441,2002-08-23,7600
1432,Elżbieta,Adama,28,+11754575085,2006-09-20,9100
1433,Adam,Walker,25,+48382549672,2002-09-30,6600
1434,Vanessa,Ramirea,25,+11635410834,2023-07-23,6600
1435,Amelia,Adama,31,+10342493524,2024-05-27,7600
1436,Alina,Jonea,22,+212197016009,2023-06-21,7700
1437,Alexander,King,30,+48878693583,2025-10-31,9700
1438,Irina,Hila,39,+12015290499,2024-03-30,7900
1439,Filip,Young,19,+212415556440,2019-07-27,5200
1440,Magdalena,Sikora,17,+42577549003,2017-06-25,8900
1441,Kamil,Martinez,25,+11372817518,2012-05-09,5500
1442,Katarzyna,Hernandea,26,+48274191978,2025-07-11,6600
1443,Katarzyna,Moora,17,+65705070364,1997-12-25,5200
1444,Zofia,Kamińska,16,+212903087497,2013-12-05,9100
1445,Natalia,Piasecka,9,+48799830195,2000-11-04,8600
1446,Irina,Urbaa,21,+10970442744,2024-07-25,9300
1447,Leo,Green,10,+13609794536,2010-11-09,7600
1448,Victoria,Kamińska,42,+11046324562,2023-07-21,5400
1449,Anastasia,Thomaa,39,+10101246571,2010-03-13,9300
1450,Andrzej,Marciniak,4,+48588925069,2007-02-14,6900
1451,Zbigniew,Nowak,46,+212947102303,2025-11-19,6900
1452,Maja,Adamczya,23,+13647629539,2020-02-13,8400
1453,Jan,Majewski,33,+11484888464,2023-09-14,7500
1454,Franciszek,Kowalski,9,+12953076770,2022-05-12,7800
1455,Dorota,Kubiaa,33,+65469053148,2024-12-24,5300
1456,Victor,Kamiński,13,+11346450610,2011-09-11,5800
1457,Charlotte,Thompson,27,+12552858839,2014-03-06,6100
1458,Theo,Adams,15,+12477511560,2018-03-28,7500
1459,Laura,Sikora,17,+65407019985,2020-10-22,9000
1460,Mateusz,Michalski,46,+65917502614,2014-08-22,5400
1461,Łukasz,Torres,21,+48774892865,2021-08-07,6300
1462,Dorota,Garcia,33,+13818142204,2019-04-04,8800
1463,Olivia,Wrigha,9,+212724988646,2002-03-13,6900
1464,Denis,Urban,33,+48445009494,2024-05-14,7300
1465,Małgorzata,Bakea,46,+42139807267,2017-05-24,5500
1466,Victor,Walczak,16,+11374519043,2007-05-04,9900
1467,Karol,Allen,17,+10321055565,2011-07-18,6300
1468,Kamil,Green,46,+12380178978,2013-05-09,8700
1469,Tomasz,Jackson,42,+48809512727,2024-05-20,9800
1470,Agnieszka,Johnsoa,19,+212077718780,2017-08-09,5700
1471,Maximilian,Green,31,+42750941760,2022-11-23,7000
1472,Agnieszka,Rodriguea,40,+10684716492,2023-06-16,7400
1473,Emilia,Cartea,37,+42793400448,2017-06-29,6900
1474,Irina,Baraa,5,+42616938032,2024-01-29,7400
1475,Wojciech,Brown,9,+12468506234,2018-06-03,7900
1476,Oskar,Wiśniewski,23,+12166542057,2022-09-24,6400
1477,Aleksandra,Adamczya,9,+10129751057,2016-10-27,6400
1478,Magdalena,Jonea,19,+12203059652,2023-08-24,6700
1479,Aleksandra,Urbaa,19,+42556004505,2009-10-19,8100
1480,Katarzyna,Majewska,36,+13567513803,2002-03-07,9700
1481,Katarzyna,Walkea,28,+13289228789,2011-02-22,9900
1482,Alina,Michalska,21,+11922882649,2018-05-26,7700
1483,Charlotte,Baker,19,+48615773727,2024-12-29,5800
1484,Zofia,Clara,40,+42009991145,2024-11-06,6400
1485,Alexander,Tomaszewski,28,+212479895853,2006-02-17,6200
1486,Paweł,Sanchez,40,+12722808017,2025-03-05,5000
1487,Victoria,Martia,4,+65703248377,2022-12-04,7800
1488,Jakub,Rutkowski,43,+10978877715,2011-02-10,8700
1489,Noah,Michalski,36,+65643418611,2013-11-21,6200
1490,Jan,Wright,41,+12371920698,2019-08-18,7200
1491,Piotr,Brown,34,+48155177224,2022-12-30,6100
1492,Natalia,Bakea,3,+65622271998,2001-04-05,5100
1493,Lucas,Woźniak,12,+11829243413,2019-06-23,6300
1494,Karolina,Mazua,40,+10660607953,2022-04-22,7300
1495,Stefan,Adams,33,+212099071798,2020-10-01,10000
1496,Paweł,Jones,43,+65365304379,2016-09-11,8300
1497,Elżbieta,Parkea,36,+48634412631,2006-01-22,9400
1498,Sophia,Olszewska,31,+42525164744,2023-08-07,5600
1499,Paweł,Stępień,46,+10281846563,2017-07-07,8300
1500,Stefan,Gonzalez,36,+48705867178,1996-08-09,6400
1501,Igor,Górski,11,+13584072099,2023-08-18,5000
1502,Dorota,Campbela,39,+13982857105,2014-12-29,8300
1503,Maja,Turnea,28,+48870532116,2021-07-11,6300
1504,Bartosz,Pawłowski,47,+212913263300,1999-04-21,9900
1505,Zofia,Jacksoa,5,+12113058020,2023-06-26,5500
1506,Anna,Sawicka,26,+65335246369,2023-01-31,5100
1507,Marta,Jacksoa,46,+42453248134,2024-11-15,5500
1508,Emil,Nelson,7,+12947040395,2000-09-24,8900
1509,Ewa,Czarnecka,6,+48827157484,2025-04-24,6400
1510,Barbara,Nowaa,34,+12084172567,2021-08-13,5800
1511,Jakub,Zając,20,+10656523836,2005-08-08,7500
1512,Jan,Anderson,5,+13031822690,2021-04-16,6800
1513,Victoria,Parkea,26,+65762361819,2014-01-03,9700
1514,Emilia,Sikora,8,+10273761052,2014-07-11,6800
1515,Olivia,Thomaa,30,+48784584440,2022-07-23,7500
1516,Małgorzata,Czarnecka,37,+12062335285,2006-12-21,8100
1517,Grzegorz,Wilson,46,+13168703036,2024-12-08,9000
1518,Amelia,Jaworska,40,+212131370234,2022-04-16,9000
1519,Alina,Górska,23,+13556017766,2022-05-29,9100
1520,Zbigniew,Torres,4,+13589199578,2010-11-30,7400
1521,Zofia,Sanchea,32,+48287632079,2011-03-25,7500
1522,Paweł,Campbell,46,+48229243074,2020-11-24,9700
1523,Olivia,Lopea,11,+13135870035,2025-11-28,8000
1524,Dorota,Thomaa,4,+65308559532,2010-08-12,6700
1525,Theo,Davis,16,+13776737882,2014-02-27,9800
1526,Veronika,Adamczya,33,+42643162816,2023-07-28,5900
1527,Agnieszka,Nguyea,47,+10658984563,2015-06-20,8600
1528,Franciszek,Sawicki,14,+11509834256,2017-12-01,7800
1529,Alina,Martinea,8,+212717713000,2020-07-06,8600
1530,Theo,Nguyen,48,+12156861126,2025-10-04,7500
1531,Tomasz,Lee,27,+42844268099,2025-08-29,5100
1532,Henryk,Hill,26,+13746169958,2003-03-20,8900
1533,Luna,Sawicka,47,+12454988841,2019-11-26,8600
1534,Stanisław,Walczak,50,+12552554420,2018-08-14,9200
1535,Emilia,Lopea,20,+65910021090,2021-02-16,7900
1536,Oliver,Scott,13,+13531314940,2004-06-02,6800
1537,Oskar,Walczak,39,+11485632427,2016-11-17,8000
1538,Anna,Rutkowska,1,+212582398537,2022-04-06,7300
1539,Elena,Harria,19,+48404835460,2015-12-14,7300
1540,Igor,Kołodziej,48,+11498651499,2021-03-10,6900
1541,Leon,Davis,42,+65307748953,2023-07-18,6200
1542,Robert,Majewski,26,+13597680045,2004-06-19,9800
1543,Karol,Kubiak,30,+212974913444,2022-11-02,10000
1544,Agnieszka,Hila,3,+12970654715,2002-02-07,9800
1545,Ingrid,Martinez,24,+65548267361,2014-12-28,8200
1546,Agnieszka,Thomaa,18,+11745729444,2014-08-30,6300
1547,Ethan,Ramirez,27,+65172910475,2015-05-21,7400
1548,Barbara,Lopea,2,+65636009730,2023-11-06,5100
1549,Joanna,Adamczya,6,+48692824464,2024-08-06,7700
1550,Ingrid,Moore,33,+212669148252,2023-10-14,5700
1551,Denis,Carter,23,+12930619841,2023-06-04,9400
1552,Emil,Rutkowski,20,+212685391300,2010-11-16,7300
1553,Elżbieta,Lewandowska,28,+212617757141,2009-12-24,7600
1554,Olivia,Baraa,32,+10061889061,2019-09-23,5000
1555,Franciszek,Urban,13,+13567253029,2011-03-18,10000
1556,Ava,Lopea,32,+12188085679,2016-07-16,8400
1557,Sylwia,Górska,33,+42121050985,2025-11-14,9000
1558,Sebastian,Young,25,+42952804742,2005-12-02,6300
1559,Zbigniew,Kołodziej,19,+11114600289,2012-06-15,8100
1560,Nina,Hila,8,+48786485195,2023-03-19,7400
1561,Nina,Michalska,47,+212190373016,1994-05-21,7500
1562,Joanna,Nowaa,42,+48212072164,2024-12-22,8800
1563,Damian,Górski,20,+12103036677,2017-03-23,8300
1564,Leon,Lee,1,+11623884916,2023-10-09,5700
1565,Szymon,Lewis,46,+11407894621,2019-05-23,6100
1566,Mia,Króa,1,+12419888632,2022-10-05,6600
1567,Nina,Dudea,15,+10441363083,2021-03-27,5000
1568,Agnieszka,Kozłowska,2,+48189216233,2025-07-09,7500
1569,Agnieszka,Stępiea,3,+42135405209,2016-12-13,6500
1570,Michał,Borkowski,28,+11038646533,2017-12-05,5400
1571,Natalia,Kozłowska,19,+42015160357,2023-12-24,5000
1572,Krzysztof,King,17,+65678220896,2001-03-10,6100
1573,Monika,Turnea,18,+12225336695,2018-09-04,9600
1574,Leo,Kołodziej,40,+42368515895,2025-05-20,5500
1575,Natalia,Nguyea,29,+48386009256,2013-10-07,8100
1576,Grzegorz,Jackson,36,+65220933813,2011-12-08,7100
1577,Lucia,Wiśniewska,25,+12903217140,2012-11-08,7900
1578,Maximilian,Walker,4,+48302453323,2008-07-28,9900
1579,Aleksandra,Górska,8,+11965380982,2024-06-20,7900
1580,Karol,Lopez,46,+13615384513,2022-09-23,6000
1581,Barbara,Rutkowska,13,+12843644963,2025-12-21,9100
1582,Beata,Bakea,47,+65451304921,2000-09-14,8700
1583,Ewa,Davia,19,+65521939880,2015-01-23,6100
1584,Klara,Davia,39,+212756305960,2000-07-26,7700
1585,Igor,Zając,3,+42887150756,2006-10-29,7900
1586,Hanna,Parkea,47,+11246836594,2001-02-10,7100
1587,Natalia,Mazua,32,+12358621763,2025-07-22,5300
1588,Andrzej,Zalewski,42,+65057624568,2025-07-30,6000
1589,Alina,Cartea,22,+11583012501,2022-11-28,6700
1590,Alan,Parker,8,+10356307239,2023-12-09,6100
1591,Luna,Parkea,23,+13311762357,2023-03-02,8900
1592,Luna,Garcia,8,+12961122798,2018-02-07,9000
1593,Victor,Sanchez,19,+48681173376,2022-08-26,7900
1594,Magdalena,Wróbea,6,+11425581981,2018-11-20,9800
1595,Mateusz,Król,34,+212722830697,2024-10-21,7600
1596,Jan,Stępień,29,+10962851617,2021-04-20,5300
1597,Karol,Lopez,18,+65115372029,2018-12-09,5600
1598,Andrzej,Thompson,41,+48209098275,2005-06-30,7500
